idx,Score,Text
8765,Neutral,"Butun dunyo boʻyicha davlat chegaralari oʻtib boʻlmas togʻlardan, yirik daryolardan, odam oyogʻi yemas choʻlu- biyobonlardan oʻtgan. Sovet davrida bu davlatlar yaxlit ir davlat koʻrinishida edi, chegaralar esa nomiga boʻlingan, bitta ariq ikki respublikani ajratib turgan joylaram bor, ariqning yuqori qismi boshqa Respublika, qoʻyi qismi boshqa Respublika, suv esa hammaga kerak, janjalning boshlanishi oʻzi shu.
Mening fikrimcha bunaqa jvnjallarni oldini olish uchun, mintaqadagi mavjud davlatlar katta katta hududlarni bir biri bilan ayirboshlash kerak, hattoki rayonlarni, iqtisodiy jihatdan ham bu oʻzini oqlaydi. Misol uchun Soʻx anklavini saqlab turish uchun davlatimiz keraksiz boʻlgan narsalarga milliardlab pullarni sarflamoqda.
Bundanam osoni chegaralarni xuddi Yevropa Ittifoqiday ochib yuborish kerak, lekin bu utopiya."
8766,Positive,"Ish ķilib Ona Uzbekistonimizg
a kýz tegmasin! 🇺🇿🇺🇿🇺🇿. Yaratganni ýzi asrasin. Biz faķat tinchlik tarafdorimiz."
8767,Negative,sal kutib turinglar rossiya ukraina tinchisin keyin boshlaysizlar xozir akshning vakti yuk yordamga kelishga
8768,Negative,Nega shu Kirgiz tinchmeydi bir Uzbekdikiga Tojiktikiga osiladi tinch yasholmedi.
8769,Neutral,"Kurinmas bir sirli Xakikat bor ushbu vaziyatda- yon kushnilar, yon kardosh millatlar ILLO BILLO BIRLAShMASLAR yakin orada! Nechundur, Bir birini soplash xali davomi oldinda!!!"
8770,Neutral,"Yon kushni, jon kushni . Bu raxbarlarning aybi, oddiy xalk kelisha olmay xalak, shurliklar tushuning , oxi bu foniy dunyo tashvishlari ..Bolalar xam bir kand uchun urush kilib kolishi mumkin, bulisha olmay..! Ota ona tarbiya va taksimlashni urgatmasa.. Xalk xam tupori til bilan aytganda shuldir, xududlarni belgilab xalkka tushuncha berib kuyish shart edi. Urush chankish bulmas edi . Ota bobadan kolgan yer sizu bizdan xam koladi . Allox, islox kilsin"
8771,Neutral,Shum xabardan boshka narsa aytolmisanmi
8772,Neutral,Xosiyatopani bekor xafa kilishvotdi
8773,Neutral,Chegara yulni urtasida kishlok bitta yarmi tojik yarmi kirgiz.yenida suv ombori xam bor kattalar xal kiladi buni.xozir joiga tushdi ikkala tomon xam.
8774,Neutral,Yurtimiz tinchligiga alloxga shukur
8775,Negative,Musulmonlar Bir Birngni gushingni ye
8776,Negative,Ikkala davlat raxbariyatiga uyat va sharmandalik.
8777,Negative,Uzbesitonda urish boshlanibdi deb xabar chiksagina Ozodlikning kutini kichigi bosiladi.
8778,Negative,Qizģizni Qozoqqa Tojikni Afģonga qushib yuborish kerak tinchiydi
8779,Negative,"Nyutonni qonuni borku,

Ilgarlama harakatlanuvchi jisimga, tashqi kuch tasir etmasa, jisimning tezligi ӯzgarmaydi.

Agar bu ikki davladga ham, tashqi davladlarning tasiri bӯlmasa, tinch bӯlardi.

Ammo Lekin, siyosiy masalada, Rossiya bn chiqishmagach, yana ham aniqro qilib aytadigan bӯlsak, Turemshiklarning
vlastga ӯtirishiga, va davladni vorskiy zakon bn boshqarishiga, Rossiya salbiy fikr bildirgandan soʻng. Qirgʻiziston prizdenti, Xokimiyatdagi ӯz stolini saqlab qolish uchun, Xitoy bilan yaqin hamkor bӯlishligi, Rossiyaga yoqmadi.

Aslini olsak, Xitoy hech kimga yoqmaydi.

Halqa jabir."
8780,Neutral,Shuni kimdir yoki senat aʼzolari yechimini topish kerakda boʻlmasa begunox odamlarni qoni toʻkiladiku bu xuddi ota onasidan ajralib chiqqan aka ukalarga oʻxshaydi
8781,Neutral,"Yuqotilgan Turoningga motam tut Axli Turkistonliklar
!!!"
8782,Neutral,Urisholmislaru
8783,Negative,Putinni nayrangi
8784,Neutral,"Nimani talashasan, ota-bobolaringi
z bir paytlar qon-qardosh boʻlib yashagan. Tinchlikka nima yetsin."
8785,Neutral,Tugri kirgiston dan menomyotda .tojik tez yerdam moshinasi ukka tutilgan ulganlar bor .
8786,Negative,"Mutilalarning dudkasiga oʻynamasdan, birlashib kofirlarga qarshi kurashish kerak. Bir yogʻdan xitoy xaromxoʻrlar, biryogʻdan putin choʻchqaxoʻr bostirib kirvotiku.
Qovoq kalla molali vatanini sotib qoʻyyaptiku.
Koʻzingni och musulmon.
Allohu Akbar."
8787,Neutral,Bir otaning onaning bolasiday yashap kelgan xalk nima buldi sizlarga avvaldan kandosh kardosh bulib yashadik nega bir biringizga bemexr bulib koldingiz uygoning sal uylanib ish kilinglar baraka topkurlar bu dunyo keng xamma sigamiz ey xudoym insof sabr bergil bandalarga.
8788,Neutral,"Rusning azaliy shiori,
bulib tashla va boshkar,

Bulib tashlashni eplagan,
Endi xech kachon birlashishiga yul bermaydi.

Kachonki Axli turkiston
bu xakiykatni tushunib yetib uzlari kattik xarakat kilmaguncha, yoolgonlar ,
xiyla va nayranglar
bilan uxlatib kelinayotgan rusning tasiridan chikib,
axli Turkiston uykudan uygonmaguncha birlasha olmaydi."
8789,Neutral,"Yolgon gap men Tojikistonni Isfara shaxrida man
Zachem yolgon a"
8790,Neutral,"Ramazon oyidayam otishma boʻlgandi.Musulm
on musulmonga oʻq otishi bir fojea boʻlsa qoʻshnilik haqqiga rioya qilmaganligini yana bir fojea.Qoʻshnilarg
a insof"
8791,Neutral,Tinch yashashsa bulmaydimi bizga uxshab
8792,Neutral,"Tojik, Kirgiz xalki Tinchlikni kadirlanglar."
8793,Neutral,Tinchlik bүsin mүsүrmonla
8794,Neutral,Mana nima uchun búlib tashlashgan edi bizni 1924 yili.
8795,Neutral,Allox asrasin
8796,Negative,"Prezidentlarnin
g...ahmoqligida
n...davlatini tinchligini va odamlarini eplolmaydi..."
8797,Neutral,Nima kerak uzi bularga talashadi
8798,Negative,Oʻrislar qiligʻi boshlandi isqirtligi yana koʻrolmayapti xoxlamayapti birlashib ahil boʻlishini aql bilan ish tutmoq lozim
8799,Negative,Qirĝizlayam tojiklayam odam emas 2010 yili eslila nima bugan edi
8800,Negative,"Bu taxdir ekan kirgiz uzbek tojik kushnilikni kurolmayapti, mexir va odamchilik kolmadi maymunlar ito yaxshi odamdan"
8801,Negative,"Turkman,kozok,k
irgiz,uzbek,toj
iklar Yevropaliklarga uxshab chegaralarini ochib inok-dust bulib yashashiga kuzim umuman yetmaydi."
8802,Neutral,"Ishonmanglar bu ozodlikka,"
8803,Neutral,Esingizni yginglar odamlar.
8804,Negative,"Buning xammasiga Putin ,,ayibdor"""
8805,Neutral,"Har ikki taraf murosaga kelishi kerak. Asossiz janjal doim beayb qurbonlarga olib kelmoqda. Bu janjallarga koʻpincha turli siyosiy guruhlarning malaylari boʻlmish provokatorlar sabab boʻlmoqda. Tezda ularning payi qirqilmasa, arzimas holatlardan jiddiy janjallar chiqarishlari toʻxtamaydi."
8806,Neutral,"Urishni boshladilaringmi
yoki kutyabsizlarmi."
8807,Neutral,Allox sabr bersin insof bersin iymon bersin tavba qilsin odamni jonini olish oʻldirish faqat alloxga xos va mosdir jaxling chiqsa oʻtir yana chiqsa yotvol shaytonga xay ber ey inson
8808,Negative,"Ozodlik radiosi sanga shimishga qurt topildide endi.Tojikiston
ga o'timi. Kofirlani ko'tini o'pish joninga tegmadimi. Gandon xalqni gij gijlamoqchi bo'sen onadan bashqatan tug'ilib kegin ."
8809,Negative,Qaysidir gavnyuklar ogzini katta ochib kulibdi postga.
8810,Neutral,Qishda bekorchilikda
8811,Neutral,yana ODKB kiradimi?
8812,Neutral,Nima buvotti odamlaga?
8813,Neutral,Suyak kimniki
8814,Negative,Bu radio fitnagar 100%
8815,Positive,Tinchlik bulsin..
8816,Neutral,"BITTA. KOPKOTTA TURKISTON. MAMLAKATIDA YaShAB KELGANMIZ AXIR 1 ASR OLDIN BIZNI BULIB TAShLAGAN. ENDI UZOKDAN TURIB TOMOShA KILIB GIJGIJLAYaPTI. NIMAGA KUZLARINGNI OChMYSIZLAR. UZIMIZGA UZLIGIMIZGA KAYTAYLIK
KUCh. BIRLIKDA. AXIR. 🇰🇬🇰🇿🇹🇯🇹🇲🇺🇿"
8817,Neutral,Ikkoviniyam obщ.druzyasi ROSSIYa! kay biriga yordam berarkan? Ikkoviniyam bostiradimi yo?
8818,Neutral,"ODAMLAR. AXOLI KIMLARGA IShONAYaPSIZLAR ? OLLOX XAK XURMATI. ILTIMOS KILAMAN ..... PROVAKATsIYaLARGA
BERILMANGLAR KIRGIZ. KOZOK. UZBEK. TOJIK. TURKMAN. XAMMAMIZNING OTA BOBO ONALARIMIZ BITTA KATTA TURKISTON DEGAN MAMLAKATDA YaShAB KUDA ANDA KARINDOSh BULIB KELGANLAR. BIZNI KOPKOTTA TURKISTON MAMLAKATIMIZNI REVOLYuTsIYa ZAMONLARI. BULIB TAShLAGANLAR BIZNI... SPETsIALNO KILGAN ATAYLAB BUNI YeRINI UNGA. UNI YeRINI BUNGA, BIRIB RINI GUShTINI YeB URUSh KILIB JANJAL KILSIN DEB. OLLOX XAKKI XURMATI XAMMAMIZ MUSULMANLARMIZ
AXIR. INGLIZMASMIZ NEGRMASMIZKU...
.."
8819,Neutral,Hama joy urushmi Marsga kuchib ketish kk tinch
8820,Neutral,6
8821,Negative,"Itlar jangi ,it nimani talashasan ,nima naf kimga ,miyasi yuklar nimaga erishasanlar kaloklar ,kaltafaxmlar"
8822,Neutral,"Urmonda urush bugan ekan,birinchi nemislar bizni kuvlashdi debdi bir askar.keyin bizlar nemislarni kuvdik,oxiri urmon korovuli ikkalamizani kuvib xaydab yubordi.Degandek
Rossiya bir nima kiladi shu 2 davlatdan bittasini"
8823,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
8824,Neutral,"AQSh muzlatib qoʻygvn pullarini qaytarmasdan, butun bir mamlakatni ochlik bilan qiynayapti."
8825,Neutral,Islomni asl yuzi buladi xozirgi Afgon islom amirligi
8826,Negative,"Shariatparastlar
koʻrsin qoʻshnilarni axvolini."
8827,Negative,"Bundan battar bulishsin, uz xoliga tashlab kuyish kerak, ochlik va sovukdan kirilib tugaydi. Svet va Gazni xam tuxtatish kerak. Baribir tulasholmaydi."
8828,Neutral,Uzbda Islom davlatini qurmoqchi bo'lganlarga Avg'onistonga oq yo'l tilab qolaman. Biz democratic davlatda yashayveramiz qiynalsagam...
8829,Negative,"Shu ittantarkaganla
rni usha jardan itarvorish kere. BU bitliki maymunlardan yaxshilik kutib bulmaydi"
8830,Neutral,Yordam kilsa biroz vakit utishi bilan unutadi shuning uchun yordam kilmaslik kerak Xalk uzlari Tolibonlarni kuvib chikarib yuborsin mamlakatdan.
8831,Neutral,"Besh maxal maschitka borib nomoz ukisa, Bir pasta xammasini korni tuyib koladi, ollox raximdil."
8832,Negative,Bmt buyam xoyin
8833,Neutral,Dunyo boʻyicha xoxlagan davlatiga borsa boʻlarkan bez viza nimaga borib ishlamidi tushinmiman️
8834,Neutral,"Tovba kildim, uz xalkini ochikdan ochik kuydek suyib yuborsa, musulmon va islomga xosmi bu. Davlatda tartib urnatish uchun odamlarni suyish emas, umrbod kamok jazosini kullasin."
8835,Neutral,"Toʻgʻrisi achinmayman bu xalqqa chunki islom dinini niqob qilib jamiyatda demokratik tamoyillarni rad etadi...
Davlat bir toʻda jangarilar qoʻlida, bularda na iqtisodiy na ijtimoiy na siyosiy bilim yoʻq...
Butun boshli xalqni bular boshqara olmaydi..."
8836,Neutral,"YeR YuZIDAGI ALLOX YaRATGAN NOZ NEMATLARNI XAMMASINI BU NEMATLARNI TOLIBON YeB IChIShLIKGA XAKLI...
NEGAKI YeRDAGI NEMATLAR ALLOXNIKI, ULAR ALLOX VA ROSULING XUKMLARIGA ITOAT KILIB YaShAYaPDI...
TOLIBON IMPERIYaLAR KABRISTONIDAN UNIB USIB ChIKKAN YaNGI NIXOL...
INShAALLOX TOLIBONDAN ALLOX ROZI BULSIN..."
8837,Negative,"AKSh 20 yil bokib, lanati jirkanch tolibondan ximoya kildi. Yana kim yomon AKSh yomon. AKSh ketdi, 3 oyda bolasini sotib, tirikchilik kilishni boshlashdi"
8838,Neutral,"Bir kun kelib shu Tolibonlar hammayoqni portlatib yuborsa bergan yordami bir tiyin, Agar ularni qo'liga atom bomba tushsa bormi biz shahid ketamiz deb portlatib yuboraveradi bular
Kimga jabir ?O'rta osyoga jabir
Hudo asrasin"
8839,Neutral,"AKSh borgan joy va kochib ketgan joy, yekmagan xalk shu axvol. Kapitalistlar u yerdan manfaat topmadimi, ularni xar tomonidan sikib, millatni, eng kambagal katlamni ulib ketishiga majbur kiliyapti. Ularni notugri ishini rad kiluvchi mard davlat kolmagan. Eski davlat kugirchok edi. Xujainlari bergan pulni olib kochib ketdi. Duneni boshkarayetgan zolimlarga insof bersin."
8840,Negative,Mutlaqo ongsiz madaniyatsiz davlat tolibon. Na diniy na dunyoviy tushunchaga ega. Xali xor boʻladi bu xayvonlar. Umuman soqoli pitlab yuradigan odamlar....
8841,Negative,"Hamma gapirsa ham BMT Gapirmasinda
Baribir foydasi yo‘q."
8842,Neutral,Oddiy xalkiga yetib boradimi gumerdam toliblar uziga ovoladi
8843,Negative,Toliblarni yemishiga zaxar kushib uxlatish kerak 
8844,Neutral,Xalqni boqish kerak xukumatga
8845,Neutral,tolibonlarning pulini xalqqa tarqatsa xamma to'yadi ancha vaqt baxtli yashaydi
8846,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
8847,Neutral,"Rossiyaning NATOga ultimatumi oʻtmadi. Bir tarsaki yegan boladay boʻlib qoldi. Putin tupikda qoldi, nima qilishini bilmayapti. Xozirgi kunda Ukrainaga toʻgʻridan-toʻgʻri urish qilishga jasorati yetmaydi, chunki butun Yevropa va AQSh hatto Turkiya Ukrainani qoʻllab turibdi. Uning ustiga Rossiyaning qurollari ming maqtangani bilan gʻarb texnologiyalarid
an ancha orqada qolib ketgan. Iroq oʻz vaqtida Rossiyaning eng zamonaviy qurollari bilan jixozlangan edi, lekin bu qurollar xatto joyidan qimirlashga ulgurmagan. Qarabogʻda ham Turkiyani birgina Bayraktari Rossiya qurollariga ishongan armanilarni armiyasini dabdalasini chiqarib tashladi. Rossiya faqat raketalar bilan qoʻrqitishi mumkin, lekin bu ham ish bermasligi mumkin. Shuning uchun Rossiyaning ohirgi yoʻli Donetsk va Luganskni yashirin qoʻllab, ukrainlarga qarshi urishtirish boʻladi. Zoʻr kelsa, Belorusiyani ishga solishi mumkin, chunki Lukashenkoni joni Putinni qoʻlida."
8848,Negative,"Birinchidan ozodlik xolis bulish kerek amerikani prizident Bayden deyapsan rossiyani putin deb yezyapsan.
Rassiyagv shu yuk degan javob yezma ravishda kerek edi. Oldindan bilishgan yuk deylishini endi rassiya 1997 yil turkiyada nato, amerika, yevrasayuz imzolagan bayenomaga kay darajada amal kilinayetganini suraydi kanaka tushunasiz bilmadimku lekin rassiya 30ta davlatga bas bulmokda rassiya axmok emasku kanaka javob bulishini bilmasa , Nato ayti eshigimiz ochik xoxlagan davlat kushiloveradi deb endi rassiya xam kushib olaveradi lotin amerika davlatlarini odkbga. Amerikani. Natoni. Yevrasayuzdi.
Bitta stolga utkazib uzinikini talab kilishi rassiyani dune arenasida urni borligini tasdiklashligini
uzi boshlangich yutuk Esdan chikarmeng rassiya atom bombasi bor davlatlar ruyixatida birinchi urinda"
8849,Negative,Aqsh ham rasiya ham qushmozor bularing
8850,Neutral,"Urush xavfi bulmasa NATO kerak bulmay koladi , shunga bu mashmashalar xech kachon tugamaydi . Urush bulishini bilmadimu , lekin urush vaximasi bulib turadi ."
8851,Neutral,Har doimgiday xalqqa qiyin
8852,Neutral,Aqshga ukraina kerakmas qochadi bularga urush kerak $ movqieni ushlash $ bulnasa amerika hech kim emas
8853,Negative,Ikkta buyuk mutaxam bular uchrashuvidan kegin Biron joyda urush buladi
8854,Negative,Oquloq qariya olamgir yulchin yuqolsa dunyo tinchirdi
8855,Negative,Amerikadey isqirt davlat yoʻq
8856,Negative,"Xech kim Rossiyani soginib u yerga borayotgani yuk.Avval 4- 5 mln odamga 500- 1000$ oylik beradigan ish joyi va zavodlar ochib, ularni taʼminlanglar keyin gapiringlar.Ikk
inchi Markaziy Osiyo davlatlari axolisi Volga( Itil) buyi va Sibirdan kuchib kelishgan, shu jumladan Turkiya axolisi xam.Tarixiy Vatanimiz xakkimiz bor.Kaltafaxm gapni yegishtiringlar.X
ar kuni Uzbekistonga 1000lab vagon ozik- ovkat kiradi Kozok tomondan, kayerdan kelayapti bu.Kelesga borib vagonlarni sanab turinglar.AKShda
n yoki Arabistondan 1 kop un kelayaptimi?"
8857,Neutral,Ukraina ancha rivojlanb oyoqqa turvoldi yana urush bosa endi qiyin boladi
8858,Negative,"Sizlar amerikani yaxshi deysizlar lekin usha rossiyadan kurkanni uchun tashlonolmay turubdi agar rossiya yengilsa senni va manni kul kiladdi bilmasanglar tarixga nazar tashanglar . Nimaga ukrayina shunday xolatga keldi sababi amerika aytganni kilganni uchun ye senlar xam shu amerika chizgan chizigidan yurmokchimisanlar
eng iflos davlat amerika ular amerika kittasini eganlash un karinoy indeyslarnni kirib tashlagan kim kafolat beradi bu iblislar vatanimmizga kirsa musurmonlarnni tinch kuyadi deb"
8859,Negative,Bosmachilar
8860,Neutral,Amerika Ukrainaga p..u...kam kilib bermidi
8861,Neutral,Rossiya urib tashash kere ularni
8862,Neutral,"Kaysi matnni ukisang""aksh va ittifokchilari""d
yeyiladi!
Rossiyani bulsa yakka uzi.
Menimcha ittifokchisi belarus bulsa kerak"
8863,Neutral,UUUUURRRRR
8864,Negative,Putin jonga tegdi
8865,Neutral,"Yana Ukraina kuli bilan urush olib boriladi,kurol yarog sotiladi.Yana bechora davlatni necha yilga iktisodini orkaga suradi.Kimga ogir,yana xalkga."
8866,Negative,"Amerikani yevropani yemonleydi xammasiniboylig
i bola chakasi ushetda.yana amerika yemon palon pismadon.yertaga
duppi tor kelsa boradi bosh pana surab."
8867,Neutral,"80 yoshdan utgan odam nima kilsayam bulaveradi
Chunki kudak boladay bulib koladida"
8868,Neutral,"Rossiya tinch bulsa yaxshi Uzbekistondan borib ishlayotgan barcha xalkimiz uchun yaxshi emasmi.NATO ga borib ishlamyaptiku aka uka, bolalarimiz yo ki Evropa Amerikaga borib ishlab kelaolmaymizku .Ukrainaga xam NATO yo Amerika tekin xech narsa bermaydi raxbarlari muttaxam bulgan xolos."
8869,Negative,Sasik aksh jonga tegdi burnini sukovrib
8870,Negative,Amerika rosa kut davlat barcha yevropa davlatini kugirchok kilib kuyganini kim bilmaydi. Amerikaga urush kerak boisi inkirozidan kurol yorog sotib chikib ketmokchi. amerikalik va inglizlar Sizlarning kutingizga itarish kerak
8871,Negative,Chota tepadagilar smotryashiyga ortikcha vakolat berib yubormadimikan a.
8872,Neutral,Ukraina mustaqil davlat natoga azo boʻladi mi yevrosoyuzgami oʻzlari xal qiladi rossiya pribaltikade soldatini koʻtiga tepishguncha kutmastan olib chiqib ketishi kerak boshqa davlatlarni siyosatiga aralashib nima qiladi. Bu ketishda rossiya parchalanib ketadi
8873,Neutral,"Avfgonistonda xam 20yil oldin shunday deyishganidi akshliklar, natijasi xuddi teskarisi bulib chikdi, kochgan kochib kol deb juftakni rostlab yuborishdi , azamatlar"
8874,Neutral,Bidon xali tirikmi?
8875,Negative,Ozodlik radiosi putin qo'liga tushsen qoqqadi sani. Gey bosenam.
8876,Neutral,Kuba davlatiga maza buladiganga uxshiydi. Investitsiya . Zavod. Fabrika. Aeradrom. Oxirgi rusumdagi samalet. Raketa. Podvodniy lodkalaga baza .
8877,Negative,Bari ruslarni kutyalok trolvachchalari kommentlarni gullatyaptikanku
8878,Negative,Bechora xalq jabr koʻradi yosh bolalar begunox goʻdaklar odiy xalq nezachto oʻlib ketadi ming laʼnat boʻlsin Putinga xamma baloni oʻsha boshlidi
8879,Neutral,"Xech kachon yesdan chikarmanglar
Akshni duxi yetmaydi Rossiyaga bu anik"
8880,Positive,Rossiya buyuk Davlat Putinga gap yuk
8881,Neutral,"Menimcha rossiyadan kurkisharkan bumasam irok pirokka uxshagan davlat buganda xadeb sukinavermasdan
davno bir musht urardi,oma xitoy karab turibdi ,uzok sharkni kuzlab"
8882,Neutral,"AKSh 2-jaxon urushi Davrida xam urushtirib utirgan. Xozir esa nafakat rossiyani balki butun yevropani xarob kiladi. Kurasizlar Ukrainaga Amerika uzini odamini kuygandi , Krim BN Donbasni berib kuydi. Ruslar xam axmok emas, tayergarlik bor kuramiz. Kim yutar ekan."
8883,Positive,Oxiri baxayr bulsun
8884,Negative,Aksh doim birovni kuli blar urushishni yaxshi kuradi Ukrainani shuri kuridi endi Urushlar xisobiga iktisodini kutaradi eng iflos davlat
8885,Neutral,xudo akildan ayirmasin.1.2 ta shovinist amoldor deb 70mil xalk azob chekadi
8886,Neutral,"Iplos Ukraina urush payta nemislaga sotilgan hozi Amerikaga .Amerikani dardi eng dushmani Rossiyani yakson qisa keyin hammani dovlati uziga qaratish.Atiyla
b Afgonistoni tashab keti tolibla koganlani gushini yesin dip"
8887,Negative,Xudo xoxlasa san ozodlik sening pragadagi ofising xam bobaning tagida koladi rus bobasining AKSh yalogisan
8888,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
8889,Neutral,Ukrainga joylashib olishni bez betlarcha yuli.xaxollar uzini ogasi bilan urishib dushmanni uyiga kirgazib oldi.
8890,Neutral,Ukraina aqshdan uxi bilmagan xolda muttaxam buldi qoldi miyardlab qarz qilib quydi 1 tiyinlik qurolini 1 mlyard hisobiga utkazib buldi orqaga yul yuq
8891,Neutral,"Demak urush boshlanarkanda
Bulsa bulsin nimayam derdik"
8892,Positive,"Man tinchlik degan nematning bizda saklanib turganidan shu kadar xursandman, bunga xissa kushganlardan xam juda minnatdorman"
8893,Neutral,"Adashmagansan, tugri aytgansan."
8894,Negative,Xokimlari uzlarini salkam xudo kilishvolgan Avlodlari azob olarmikan yo ularam xarom yigilgan milionlab dollarlari evaziga mazza kilib yashab Saroy mullalaridan duo olishib yashab utib ketisharmikan.
8895,Neutral,"Butun umr tarixda muxrlanib koladigan ishlarni kilishmokda fakat xokimni nomi kolmaydi podshoning nomi koladi ushani davrida deb boshlanadi, xokimlarni bolalari, nevaralari, chevaralari evaralari xalk kargishiga koladi, xokimlarni xozir oshigi olchidir ammo zurrmetlariga alloxni raxmi kelsin"
8896,Neutral,"Xamisha tula tankid kuchli xar doimgidek, lekin tankidiga yarasha Uzbekistonda ishlar xam tuxtab kolgani yuk, xamma narsa xam ideal bulmaydiku."
8897,Positive,"Xalk xizmatida bulganlarni Xudoning uzi kullasin.
Igvogarlar sharmanda bulsin"
8898,Neutral,"Xukamo degani, asli nasli past.
Minbarlar yarashmas, taxtlar yarashmas.
Kimning etagidan, tutishni bilmas.
Vatan vayronadir, Vatan xayrona
Uzbek sarsondadir Uzbek xar yona."
8899,Positive,Agar odam dunyoni uzgartirmokchi bulsa avval uning uzi uzgarishi kere
8900,Negative,"Vadavoz degan unvon tasis etib, oʻshani berish kerak, undan boshqasi ortiqcha."
8901,Positive,"Urtolar pashshadan fil kilmanglar, kamchilik xamma joyda xamisha bulgan"
8902,Negative,Andijon viloyat xokimini uyini kechasi birlashib borib buzib tashlasalaring bulmidimi?
8903,Negative,"Domla chiqandi,,, birlashaylik tizimni oʻzgartirish kerak deb imzo beringlar qoʻrqmanglar deb...... Qoʻllamadik qoʻrqdik bir ikki yilda oʻzgarish boʻlardi endi qisib yuraveraylik befoyda."
8904,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
8905,Neutral,Jaslikka putyovka berishmasin yana extiyot buling...
8906,Neutral,Bu rasmdagi kishi pora bilan kulga tushgan deputat emasmi
8907,Neutral,Nega
8908,Positive,Ollox kifoya kilsin tundayam odamlarni uyini buzadimi kish kunida fashist xam kimaydi ku bu ishni Ollox kifoya kilsin
8909,Negative,Gazni chet elga sotganlar javobgar
8910,Negative,Is gazi bu tezak xidi tutunimi?
8911,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
8912,Negative,"Togʻ etagida koshona qurganlarga XAYKAL oʻrnatilsin... ! Xaykali Buzilib, oʻzi sazoyi qilinsin...!"
8913,Neutral,"Hammasi shunaqa.... Yo oʻlganda, yo qoʻlidan hokimiyat ketganda boshlanadi. Ungacha hech kim bilmaganday."
